trial_index,scenario_id,choice,outcome,ev_chosen,ev_optimal,optimal_choice,is_optimal,cumulative_pnl,current_streak,frame,agent_id,agent_type
46,951c249d,safe,20.0,20.0,32.5,risky,False,1100.0,2,neutral,fatigued_000,fatigued
47,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1180.0,3,neutral,fatigued_000,fatigued
48,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1190.0,4,neutral,fatigued_000,fatigued
49,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1160.0,-1,neutral,fatigued_000,fatigued
50,11a749e7,safe,30.0,30.0,40.0,risky,False,1190.0,1,neutral,fatigued_000,fatigued
51,951c249d,safe,20.0,20.0,32.5,risky,False,1210.0,2,neutral,fatigued_000,fatigued
52,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1290.0,3,neutral,fatigued_000,fatigued
53,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1300.0,4,neutral,fatigued_000,fatigued
54,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1270.0,-1,neutral,fatigued_000,fatigued
55,11a749e7,safe,30.0,30.0,40.0,risky,False,1300.0,1,neutral,fatigued_000,fatigued
56,951c249d,safe,20.0,20.0,32.5,risky,False,1320.0,2,neutral,fatigued_000,fatigued
57,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1400.0,3,neutral,fatigued_000,fatigued
58,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1410.0,4,neutral,fatigued_000,fatigued
59,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1380.0,-1,neutral,fatigued_000,fatigued
0,11a749e7,risky,-20.0,40.0,40.0,risky,True,-20.0,-1,neutral,fatigued_001,fatigued
1,951c249d,risky,-50.0,32.5,32.5,risky,True,-70.0,-2,neutral,fatigued_001,fatigued
2,7b8e74ce,safe,80.0,80.0,85.0,risky,False,10.0,1,neutral,fatigued_001,fatigued
3,31fe3aa2,safe,10.0,10.0,10.0,safe,True,20.0,2,neutral,fatigued_001,fatigued
4,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,-10.0,-1,neutral,fatigued_001,fatigued
5,11a749e7,safe,30.0,30.0,40.0,risky,False,20.0,1,neutral,fatigued_001,fatigued
6,951c249d,safe,20.0,20.0,32.5,risky,False,40.0,2,neutral,fatigued_001,fatigued
7,7b8e74ce,safe,80.0,80.0,85.0,risky,False,120.0,3,neutral,fatigued_001,fatigued
8,31fe3aa2,safe,10.0,10.0,10.0,safe,True,130.0,4,neutral,fatigued_001,fatigued
9,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,100.0,-1,neutral,fatigued_001,fatigued
10,11a749e7,safe,30.0,30.0,40.0,risky,False,130.0,1,neutral,fatigued_001,fatigued
11,951c249d,risky,-50.0,32.5,32.5,risky,True,80.0,-1,neutral,fatigued_001,fatigued
12,7b8e74ce,risky,100.0,85.0,85.0,risky,True,180.0,1,neutral,fatigued_001,fatigued
13,31fe3aa2,safe,10.0,10.0,10.0,safe,True,190.0,2,neutral,fatigued_001,fatigued
14,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,160.0,-1,neutral,fatigued_001,fatigued
15,11a749e7,risky,-20.0,40.0,40.0,risky,True,140.0,-2,neutral,fatigued_001,fatigued
16,951c249d,safe,20.0,20.0,32.5,risky,False,160.0,1,neutral,fatigued_001,fatigued
17,7b8e74ce,safe,80.0,80.0,85.0,risky,False,240.0,2,neutral,fatigued_001,fatigued
18,31fe3aa2,safe,10.0,10.0,10.0,safe,True,250.0,3,neutral,fatigued_001,fatigued
19,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,220.0,-1,neutral,fatigued_001,fatigued
20,11a749e7,safe,30.0,30.0,40.0,risky,False,250.0,1,neutral,fatigued_001,fatigued
21,951c249d,safe,20.0,20.0,32.5,risky,False,270.0,2,neutral,fatigued_001,fatigued
22,7b8e74ce,safe,80.0,80.0,85.0,risky,False,350.0,3,neutral,fatigued_001,fatigued
23,31fe3aa2,safe,10.0,10.0,10.0,safe,True,360.0,4,neutral,fatigued_001,fatigued
24,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,330.0,-1,neutral,fatigued_001,fatigued
25,11a749e7,safe,30.0,30.0,40.0,risky,False,360.0,1,neutral,fatigued_001,fatigued
26,951c249d,risky,-50.0,32.5,32.5,risky,True,310.0,-1,neutral,fatigued_001,fatigued
27,7b8e74ce,safe,80.0,80.0,85.0,risky,False,390.0,1,neutral,fatigued_001,fatigued
28,31fe3aa2,safe,10.0,10.0,10.0,safe,True,400.0,2,neutral,fatigued_001,fatigued
29,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,370.0,-1,neutral,fatigued_001,fatigued
30,11a749e7,safe,30.0,30.0,40.0,risky,False,400.0,1,neutral,fatigued_001,fatigued
31,951c249d,safe,20.0,20.0,32.5,risky,False,420.0,2,neutral,fatigued_001,fatigued
32,7b8e74ce,safe,80.0,80.0,85.0,risky,False,500.0,3,neutral,fatigued_001,fatigued
33,31fe3aa2,safe,10.0,10.0,10.0,safe,True,510.0,4,neutral,fatigued_001,fatigued
34,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,480.0,-1,neutral,fatigued_001,fatigued
35,11a749e7,risky,-20.0,40.0,40.0,risky,True,460.0,-2,neutral,fatigued_001,fatigued
36,951c249d,risky,-50.0,32.5,32.5,risky,True,410.0,-3,neutral,fatigued_001,fatigued
37,7b8e74ce,safe,80.0,80.0,85.0,risky,False,490.0,1,neutral,fatigued_001,fatigued
38,31fe3aa2,safe,10.0,10.0,10.0,safe,True,500.0,2,neutral,fatigued_001,fatigued
39,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,470.0,-1,neutral,fatigued_001,fatigued
40,11a749e7,safe,30.0,30.0,40.0,risky,False,500.0,1,neutral,fatigued_001,fatigued
41,951c249d,safe,20.0,20.0,32.5,risky,False,520.0,2,neutral,fatigued_001,fatigued
42,7b8e74ce,safe,80.0,80.0,85.0,risky,False,600.0,3,neutral,fatigued_001,fatigued
43,31fe3aa2,safe,10.0,10.0,10.0,safe,True,610.0,4,neutral,fatigued_001,fatigued
44,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,580.0,-1,neutral,fatigued_001,fatigued
45,11a749e7,safe,30.0,30.0,40.0,risky,False,610.0,1,neutral,fatigued_001,fatigued
46,951c249d,safe,20.0,20.0,32.5,risky,False,630.0,2,neutral,fatigued_001,fatigued
47,7b8e74ce,safe,80.0,80.0,85.0,risky,False,710.0,3,neutral,fatigued_001,fatigued
48,31fe3aa2,safe,10.0,10.0,10.0,safe,True,720.0,4,neutral,fatigued_001,fatigued
49,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,690.0,-1,neutral,fatigued_001,fatigued
50,11a749e7,safe,30.0,30.0,40.0,risky,False,720.0,1,neutral,fatigued_001,fatigued
51,951c249d,safe,20.0,20.0,32.5,risky,False,740.0,2,neutral,fatigued_001,fatigued
52,7b8e74ce,safe,80.0,80.0,85.0,risky,False,820.0,3,neutral,fatigued_001,fatigued
53,31fe3aa2,safe,10.0,10.0,10.0,safe,True,830.0,4,neutral,fatigued_001,fatigued
54,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,800.0,-1,neutral,fatigued_001,fatigued
55,11a749e7,safe,30.0,30.0,40.0,risky,False,830.0,1,neutral,fatigued_001,fatigued
56,951c249d,safe,20.0,20.0,32.5,risky,False,850.0,2,neutral,fatigued_001,fatigued
57,7b8e74ce,risky,100.0,85.0,85.0,risky,True,950.0,3,neutral,fatigued_001,fatigued
58,31fe3aa2,safe,10.0,10.0,10.0,safe,True,960.0,4,neutral,fatigued_001,fatigued
59,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,930.0,-1,neutral,fatigued_001,fatigued
0,11a749e7,safe,30.0,30.0,40.0,risky,False,30.0,1,neutral,fatigued_002,fatigued
1,951c249d,safe,20.0,20.0,32.5,risky,False,50.0,2,neutral,fatigued_002,fatigued
2,7b8e74ce,safe,80.0,80.0,85.0,risky,False,130.0,3,neutral,fatigued_002,fatigued
3,31fe3aa2,safe,10.0,10.0,10.0,safe,True,140.0,4,neutral,fatigued_002,fatigued
4,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,110.0,-1,neutral,fatigued_002,fatigued
5,11a749e7,risky,100.0,40.0,40.0,risky,True,210.0,1,neutral,fatigued_002,fatigued
6,951c249d,safe,20.0,20.0,32.5,risky,False,230.0,2,neutral,fatigued_002,fatigued
7,7b8e74ce,safe,80.0,80.0,85.0,risky,False,310.0,3,neutral,fatigued_002,fatigued
8,31fe3aa2,safe,10.0,10.0,10.0,safe,True,320.0,4,neutral,fatigued_002,fatigued
9,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,290.0,-1,neutral,fatigued_002,fatigued
10,11a749e7,safe,30.0,30.0,40.0,risky,False,320.0,1,neutral,fatigued_002,fatigued
11,951c249d,risky,-50.0,32.5,32.5,risky,True,270.0,-1,neutral,fatigued_002,fatigued
12,7b8e74ce,safe,80.0,80.0,85.0,risky,False,350.0,1,neutral,fatigued_002,fatigued
13,31fe3aa2,safe,10.0,10.0,10.0,safe,True,360.0,2,neutral,fatigued_002,fatigued
14,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,330.0,-1,neutral,fatigued_002,fatigued
15,11a749e7,safe,30.0,30.0,40.0,risky,False,360.0,1,neutral,fatigued_002,fatigued
16,951c249d,safe,20.0,20.0,32.5,risky,False,380.0,2,neutral,fatigued_002,fatigued
17,7b8e74ce,safe,80.0,80.0,85.0,risky,False,460.0,3,neutral,fatigued_002,fatigued
18,31fe3aa2,safe,10.0,10.0,10.0,safe,True,470.0,4,neutral,fatigued_002,fatigued
19,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,440.0,-1,neutral,fatigued_002,fatigued
20,11a749e7,safe,30.0,30.0,40.0,risky,False,470.0,1,neutral,fatigued_002,fatigued
21,951c249d,safe,20.0,20.0,32.5,risky,False,490.0,2,neutral,fatigued_002,fatigued
22,7b8e74ce,safe,80.0,80.0,85.0,risky,False,570.0,3,neutral,fatigued_002,fatigued
23,31fe3aa2,safe,10.0,10.0,10.0,safe,True,580.0,4,neutral,fatigued_002,fatigued
24,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,550.0,-1,neutral,fatigued_002,fatigued
25,11a749e7,safe,30.0,30.0,40.0,risky,False,580.0,1,neutral,fatigued_002,fatigued
26,951c249d,safe,20.0,20.0,32.5,risky,False,600.0,2,neutral,fatigued_002,fatigued
27,7b8e74ce,safe,80.0,80.0,85.0,risky,False,680.0,3,neutral,fatigued_002,fatigued
28,31fe3aa2,safe,10.0,10.0,10.0,safe,True,690.0,4,neutral,fatigued_002,fatigued
29,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,660.0,-1,neutral,fatigued_002,fatigued
30,11a749e7,risky,100.0,40.0,40.0,risky,True,760.0,1,neutral,fatigued_002,fatigued
31,951c249d,safe,20.0,20.0,32.5,risky,False,780.0,2,neutral,fatigued_002,fatigued
32,7b8e74ce,safe,80.0,80.0,85.0,risky,False,860.0,3,neutral,fatigued_002,fatigued
33,31fe3aa2,safe,10.0,10.0,10.0,safe,True,870.0,4,neutral,fatigued_002,fatigued
34,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,840.0,-1,neutral,fatigued_002,fatigued
35,11a749e7,safe,30.0,30.0,40.0,risky,False,870.0,1,neutral,fatigued_002,fatigued
36,951c249d,safe,20.0,20.0,32.5,risky,False,890.0,2,neutral,fatigued_002,fatigued
37,7b8e74ce,safe,80.0,80.0,85.0,risky,False,970.0,3,neutral,fatigued_002,fatigued
38,31fe3aa2,safe,10.0,10.0,10.0,safe,True,980.0,4,neutral,fatigued_002,fatigued
39,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,950.0,-1,neutral,fatigued_002,fatigued
40,11a749e7,safe,30.0,30.0,40.0,risky,False,980.0,1,neutral,fatigued_002,fatigued
41,951c249d,safe,20.0,20.0,32.5,risky,False,1000.0,2,neutral,fatigued_002,fatigued
42,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1080.0,3,neutral,fatigued_002,fatigued
43,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1090.0,4,neutral,fatigued_002,fatigued
44,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1060.0,-1,neutral,fatigued_002,fatigued
45,11a749e7,safe,30.0,30.0,40.0,risky,False,1090.0,1,neutral,fatigued_002,fatigued
46,951c249d,safe,20.0,20.0,32.5,risky,False,1110.0,2,neutral,fatigued_002,fatigued
47,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1210.0,3,neutral,fatigued_002,fatigued
48,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1220.0,4,neutral,fatigued_002,fatigued
49,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1190.0,-1,neutral,fatigued_002,fatigued
50,11a749e7,safe,30.0,30.0,40.0,risky,False,1220.0,1,neutral,fatigued_002,fatigued
51,951c249d,safe,20.0,20.0,32.5,risky,False,1240.0,2,neutral,fatigued_002,fatigued
52,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1320.0,3,neutral,fatigued_002,fatigued
53,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1330.0,4,neutral,fatigued_002,fatigued
54,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1300.0,-1,neutral,fatigued_002,fatigued
55,11a749e7,safe,30.0,30.0,40.0,risky,False,1330.0,1,neutral,fatigued_002,fatigued
56,951c249d,safe,20.0,20.0,32.5,risky,False,1350.0,2,neutral,fatigued_002,fatigued
57,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1430.0,3,neutral,fatigued_002,fatigued
58,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1440.0,4,neutral,fatigued_002,fatigued
59,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1410.0,-1,neutral,fatigued_002,fatigued
0,11a749e7,risky,-20.0,40.0,40.0,risky,True,-20.0,-1,neutral,fatigued_003,fatigued
1,951c249d,safe,20.0,20.0,32.5,risky,False,0.0,1,neutral,fatigued_003,fatigued
2,7b8e74ce,risky,100.0,85.0,85.0,risky,True,100.0,2,neutral,fatigued_003,fatigued
3,31fe3aa2,safe,10.0,10.0,10.0,safe,True,110.0,3,neutral,fatigued_003,fatigued
4,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,80.0,-1,neutral,fatigued_003,fatigued
5,11a749e7,safe,30.0,30.0,40.0,risky,False,110.0,1,neutral,fatigued_003,fatigued
6,951c249d,safe,20.0,20.0,32.5,risky,False,130.0,2,neutral,fatigued_003,fatigued
7,7b8e74ce,safe,80.0,80.0,85.0,risky,False,210.0,3,neutral,fatigued_003,fatigued
8,31fe3aa2,safe,10.0,10.0,10.0,safe,True,220.0,4,neutral,fatigued_003,fatigued
9,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,190.0,-1,neutral,fatigued_003,fatigued
10,11a749e7,risky,-20.0,40.0,40.0,risky,True,170.0,-2,neutral,fatigued_003,fatigued
11,951c249d,risky,500.0,32.5,32.5,risky,True,670.0,1,neutral,fatigued_003,fatigued
12,7b8e74ce,safe,80.0,80.0,85.0,risky,False,750.0,2,neutral,fatigued_003,fatigued
13,31fe3aa2,safe,10.0,10.0,10.0,safe,True,760.0,3,neutral,fatigued_003,fatigued
14,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,730.0,-1,neutral,fatigued_003,fatigued
15,11a749e7,risky,100.0,40.0,40.0,risky,True,830.0,1,neutral,fatigued_003,fatigued
16,951c249d,risky,-50.0,32.5,32.5,risky,True,780.0,-1,neutral,fatigued_003,fatigued
17,7b8e74ce,safe,80.0,80.0,85.0,risky,False,860.0,1,neutral,fatigued_003,fatigued
18,31fe3aa2,safe,10.0,10.0,10.0,safe,True,870.0,2,neutral,fatigued_003,fatigued
19,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,840.0,-1,neutral,fatigued_003,fatigued
20,11a749e7,safe,30.0,30.0,40.0,risky,False,870.0,1,neutral,fatigued_003,fatigued
21,951c249d,risky,-50.0,32.5,32.5,risky,True,820.0,-1,neutral,fatigued_003,fatigued
22,7b8e74ce,risky,100.0,85.0,85.0,risky,True,920.0,1,neutral,fatigued_003,fatigued
23,31fe3aa2,safe,10.0,10.0,10.0,safe,True,930.0,2,neutral,fatigued_003,fatigued
24,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,900.0,-1,neutral,fatigued_003,fatigued
25,11a749e7,safe,30.0,30.0,40.0,risky,False,930.0,1,neutral,fatigued_003,fatigued
26,951c249d,safe,20.0,20.0,32.5,risky,False,950.0,2,neutral,fatigued_003,fatigued
27,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1050.0,3,neutral,fatigued_003,fatigued
28,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1060.0,4,neutral,fatigued_003,fatigued
29,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1030.0,-1,neutral,fatigued_003,fatigued
30,11a749e7,safe,30.0,30.0,40.0,risky,False,1060.0,1,neutral,fatigued_003,fatigued
31,951c249d,safe,20.0,20.0,32.5,risky,False,1080.0,2,neutral,fatigued_003,fatigued
32,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1160.0,3,neutral,fatigued_003,fatigued
33,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1170.0,4,neutral,fatigued_003,fatigued
34,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1140.0,-1,neutral,fatigued_003,fatigued
35,11a749e7,safe,30.0,30.0,40.0,risky,False,1170.0,1,neutral,fatigued_003,fatigued
36,951c249d,safe,20.0,20.0,32.5,risky,False,1190.0,2,neutral,fatigued_003,fatigued
37,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1290.0,3,neutral,fatigued_003,fatigued
38,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1300.0,4,neutral,fatigued_003,fatigued
39,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1270.0,-1,neutral,fatigued_003,fatigued
40,11a749e7,safe,30.0,30.0,40.0,risky,False,1300.0,1,neutral,fatigued_003,fatigued
41,951c249d,risky,-50.0,32.5,32.5,risky,True,1250.0,-1,neutral,fatigued_003,fatigued
42,7b8e74ce,risky,-200.0,85.0,85.0,risky,True,1050.0,-2,neutral,fatigued_003,fatigued
43,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1060.0,1,neutral,fatigued_003,fatigued
44,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1030.0,-1,neutral,fatigued_003,fatigued
45,11a749e7,safe,30.0,30.0,40.0,risky,False,1060.0,1,neutral,fatigued_003,fatigued
46,951c249d,safe,20.0,20.0,32.5,risky,False,1080.0,2,neutral,fatigued_003,fatigued
47,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1160.0,3,neutral,fatigued_003,fatigued
48,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1170.0,4,neutral,fatigued_003,fatigued
49,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1140.0,-1,neutral,fatigued_003,fatigued
50,11a749e7,safe,30.0,30.0,40.0,risky,False,1170.0,1,neutral,fatigued_003,fatigued
51,951c249d,safe,20.0,20.0,32.5,risky,False,1190.0,2,neutral,fatigued_003,fatigued
52,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1270.0,3,neutral,fatigued_003,fatigued
53,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1280.0,4,neutral,fatigued_003,fatigued
54,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1250.0,-1,neutral,fatigued_003,fatigued
55,11a749e7,risky,100.0,40.0,40.0,risky,True,1350.0,1,neutral,fatigued_003,fatigued
56,951c249d,safe,20.0,20.0,32.5,risky,False,1370.0,2,neutral,fatigued_003,fatigued
57,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1450.0,3,neutral,fatigued_003,fatigued
58,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1460.0,4,neutral,fatigued_003,fatigued
59,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1430.0,-1,neutral,fatigued_003,fatigued
0,11a749e7,risky,100.0,40.0,40.0,risky,True,100.0,1,neutral,fatigued_004,fatigued
1,951c249d,safe,20.0,20.0,32.5,risky,False,120.0,2,neutral,fatigued_004,fatigued
2,7b8e74ce,risky,100.0,85.0,85.0,risky,True,220.0,3,neutral,fatigued_004,fatigued
3,31fe3aa2,safe,10.0,10.0,10.0,safe,True,230.0,4,neutral,fatigued_004,fatigued
4,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,200.0,-1,neutral,fatigued_004,fatigued
5,11a749e7,risky,-20.0,40.0,40.0,risky,True,180.0,-2,neutral,fatigued_004,fatigued
6,951c249d,safe,20.0,20.0,32.5,risky,False,200.0,1,neutral,fatigued_004,fatigued
7,7b8e74ce,safe,80.0,80.0,85.0,risky,False,280.0,2,neutral,fatigued_004,fatigued
8,31fe3aa2,safe,10.0,10.0,10.0,safe,True,290.0,3,neutral,fatigued_004,fatigued
9,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,260.0,-1,neutral,fatigued_004,fatigued
10,11a749e7,risky,100.0,40.0,40.0,risky,True,360.0,1,neutral,fatigued_004,fatigued
11,951c249d,safe,20.0,20.0,32.5,risky,False,380.0,2,neutral,fatigued_004,fatigued
12,7b8e74ce,safe,80.0,80.0,85.0,risky,False,460.0,3,neutral,fatigued_004,fatigued
13,31fe3aa2,safe,10.0,10.0,10.0,safe,True,470.0,4,neutral,fatigued_004,fatigued
14,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,440.0,-1,neutral,fatigued_004,fatigued
15,11a749e7,safe,30.0,30.0,40.0,risky,False,470.0,1,neutral,fatigued_004,fatigued
16,951c249d,safe,20.0,20.0,32.5,risky,False,490.0,2,neutral,fatigued_004,fatigued
17,7b8e74ce,safe,80.0,80.0,85.0,risky,False,570.0,3,neutral,fatigued_004,fatigued
18,31fe3aa2,safe,10.0,10.0,10.0,safe,True,580.0,4,neutral,fatigued_004,fatigued
19,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,550.0,-1,neutral,fatigued_004,fatigued
20,11a749e7,safe,30.0,30.0,40.0,risky,False,580.0,1,neutral,fatigued_004,fatigued
21,951c249d,safe,20.0,20.0,32.5,risky,False,600.0,2,neutral,fatigued_004,fatigued
22,7b8e74ce,safe,80.0,80.0,85.0,risky,False,680.0,3,neutral,fatigued_004,fatigued
23,31fe3aa2,safe,10.0,10.0,10.0,safe,True,690.0,4,neutral,fatigued_004,fatigued
24,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,660.0,-1,neutral,fatigued_004,fatigued
25,11a749e7,safe,30.0,30.0,40.0,risky,False,690.0,1,neutral,fatigued_004,fatigued
