trial_index,scenario_id,choice,outcome,ev_chosen,ev_optimal,optimal_choice,is_optimal,cumulative_pnl,current_streak,frame,agent_id,agent_type
17,7b8e74ce,risky,100.0,85.0,85.0,risky,True,140.0,1,neutral,loss_averse_000,loss_averse
18,31fe3aa2,safe,10.0,10.0,10.0,safe,True,150.0,2,neutral,loss_averse_000,loss_averse
19,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,120.0,-1,neutral,loss_averse_000,loss_averse
20,11a749e7,risky,100.0,40.0,40.0,risky,True,220.0,1,neutral,loss_averse_000,loss_averse
21,951c249d,safe,20.0,20.0,32.5,risky,False,240.0,2,neutral,loss_averse_000,loss_averse
22,7b8e74ce,safe,80.0,80.0,85.0,risky,False,320.0,3,neutral,loss_averse_000,loss_averse
23,31fe3aa2,safe,10.0,10.0,10.0,safe,True,330.0,4,neutral,loss_averse_000,loss_averse
24,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,300.0,-1,neutral,loss_averse_000,loss_averse
25,11a749e7,safe,30.0,30.0,40.0,risky,False,330.0,1,neutral,loss_averse_000,loss_averse
26,951c249d,safe,20.0,20.0,32.5,risky,False,350.0,2,neutral,loss_averse_000,loss_averse
27,7b8e74ce,safe,80.0,80.0,85.0,risky,False,430.0,3,neutral,loss_averse_000,loss_averse
28,31fe3aa2,safe,10.0,10.0,10.0,safe,True,440.0,4,neutral,loss_averse_000,loss_averse
29,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,410.0,-1,neutral,loss_averse_000,loss_averse
30,11a749e7,risky,-20.0,40.0,40.0,risky,True,390.0,-2,neutral,loss_averse_000,loss_averse
31,951c249d,safe,20.0,20.0,32.5,risky,False,410.0,1,neutral,loss_averse_000,loss_averse
32,7b8e74ce,safe,80.0,80.0,85.0,risky,False,490.0,2,neutral,loss_averse_000,loss_averse
33,31fe3aa2,safe,10.0,10.0,10.0,safe,True,500.0,3,neutral,loss_averse_000,loss_averse
34,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,470.0,-1,neutral,loss_averse_000,loss_averse
35,11a749e7,risky,100.0,40.0,40.0,risky,True,570.0,1,neutral,loss_averse_000,loss_averse
36,951c249d,safe,20.0,20.0,32.5,risky,False,590.0,2,neutral,loss_averse_000,loss_averse
37,7b8e74ce,risky,100.0,85.0,85.0,risky,True,690.0,3,neutral,loss_averse_000,loss_averse
38,31fe3aa2,safe,10.0,10.0,10.0,safe,True,700.0,4,neutral,loss_averse_000,loss_averse
39,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,670.0,-1,neutral,loss_averse_000,loss_averse
40,11a749e7,safe,30.0,30.0,40.0,risky,False,700.0,1,neutral,loss_averse_000,loss_averse
41,951c249d,risky,-50.0,32.5,32.5,risky,True,650.0,-1,neutral,loss_averse_000,loss_averse
42,7b8e74ce,safe,80.0,80.0,85.0,risky,False,730.0,1,neutral,loss_averse_000,loss_averse
43,31fe3aa2,safe,10.0,10.0,10.0,safe,True,740.0,2,neutral,loss_averse_000,loss_averse
44,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,710.0,-1,neutral,loss_averse_000,loss_averse
45,11a749e7,safe,30.0,30.0,40.0,risky,False,740.0,1,neutral,loss_averse_000,loss_averse
46,951c249d,safe,20.0,20.0,32.5,risky,False,760.0,2,neutral,loss_averse_000,loss_averse
47,7b8e74ce,safe,80.0,80.0,85.0,risky,False,840.0,3,neutral,loss_averse_000,loss_averse
48,31fe3aa2,safe,10.0,10.0,10.0,safe,True,850.0,4,neutral,loss_averse_000,loss_averse
49,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,820.0,-1,neutral,loss_averse_000,loss_averse
50,11a749e7,safe,30.0,30.0,40.0,risky,False,850.0,1,neutral,loss_averse_000,loss_averse
51,951c249d,safe,20.0,20.0,32.5,risky,False,870.0,2,neutral,loss_averse_000,loss_averse
52,7b8e74ce,safe,80.0,80.0,85.0,risky,False,950.0,3,neutral,loss_averse_000,loss_averse
53,31fe3aa2,safe,10.0,10.0,10.0,safe,True,960.0,4,neutral,loss_averse_000,loss_averse
54,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,930.0,-1,neutral,loss_averse_000,loss_averse
55,11a749e7,risky,100.0,40.0,40.0,risky,True,1030.0,1,neutral,loss_averse_000,loss_averse
56,951c249d,safe,20.0,20.0,32.5,risky,False,1050.0,2,neutral,loss_averse_000,loss_averse
57,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1150.0,3,neutral,loss_averse_000,loss_averse
58,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1160.0,4,neutral,loss_averse_000,loss_averse
59,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1130.0,-1,neutral,loss_averse_000,loss_averse
0,11a749e7,risky,-20.0,40.0,40.0,risky,True,-20.0,-1,neutral,loss_averse_001,loss_averse
1,951c249d,safe,20.0,20.0,32.5,risky,False,0.0,1,neutral,loss_averse_001,loss_averse
2,7b8e74ce,risky,100.0,85.0,85.0,risky,True,100.0,2,neutral,loss_averse_001,loss_averse
3,31fe3aa2,safe,10.0,10.0,10.0,safe,True,110.0,3,neutral,loss_averse_001,loss_averse
4,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,80.0,-1,neutral,loss_averse_001,loss_averse
5,11a749e7,safe,30.0,30.0,40.0,risky,False,110.0,1,neutral,loss_averse_001,loss_averse
6,951c249d,safe,20.0,20.0,32.5,risky,False,130.0,2,neutral,loss_averse_001,loss_averse
7,7b8e74ce,safe,80.0,80.0,85.0,risky,False,210.0,3,neutral,loss_averse_001,loss_averse
8,31fe3aa2,safe,10.0,10.0,10.0,safe,True,220.0,4,neutral,loss_averse_001,loss_averse
9,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,190.0,-1,neutral,loss_averse_001,loss_averse
10,11a749e7,risky,100.0,40.0,40.0,risky,True,290.0,1,neutral,loss_averse_001,loss_averse
11,951c249d,risky,-50.0,32.5,32.5,risky,True,240.0,-1,neutral,loss_averse_001,loss_averse
12,7b8e74ce,risky,100.0,85.0,85.0,risky,True,340.0,1,neutral,loss_averse_001,loss_averse
13,31fe3aa2,safe,10.0,10.0,10.0,safe,True,350.0,2,neutral,loss_averse_001,loss_averse
14,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,320.0,-1,neutral,loss_averse_001,loss_averse
15,11a749e7,safe,30.0,30.0,40.0,risky,False,350.0,1,neutral,loss_averse_001,loss_averse
16,951c249d,safe,20.0,20.0,32.5,risky,False,370.0,2,neutral,loss_averse_001,loss_averse
17,7b8e74ce,risky,100.0,85.0,85.0,risky,True,470.0,3,neutral,loss_averse_001,loss_averse
18,31fe3aa2,safe,10.0,10.0,10.0,safe,True,480.0,4,neutral,loss_averse_001,loss_averse
19,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,450.0,-1,neutral,loss_averse_001,loss_averse
20,11a749e7,safe,30.0,30.0,40.0,risky,False,480.0,1,neutral,loss_averse_001,loss_averse
21,951c249d,safe,20.0,20.0,32.5,risky,False,500.0,2,neutral,loss_averse_001,loss_averse
22,7b8e74ce,safe,80.0,80.0,85.0,risky,False,580.0,3,neutral,loss_averse_001,loss_averse
23,31fe3aa2,safe,10.0,10.0,10.0,safe,True,590.0,4,neutral,loss_averse_001,loss_averse
24,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,560.0,-1,neutral,loss_averse_001,loss_averse
25,11a749e7,safe,30.0,30.0,40.0,risky,False,590.0,1,neutral,loss_averse_001,loss_averse
26,951c249d,safe,20.0,20.0,32.5,risky,False,610.0,2,neutral,loss_averse_001,loss_averse
27,7b8e74ce,safe,80.0,80.0,85.0,risky,False,690.0,3,neutral,loss_averse_001,loss_averse
28,31fe3aa2,safe,10.0,10.0,10.0,safe,True,700.0,4,neutral,loss_averse_001,loss_averse
29,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,670.0,-1,neutral,loss_averse_001,loss_averse
30,11a749e7,safe,30.0,30.0,40.0,risky,False,700.0,1,neutral,loss_averse_001,loss_averse
31,951c249d,risky,-50.0,32.5,32.5,risky,True,650.0,-1,neutral,loss_averse_001,loss_averse
32,7b8e74ce,risky,100.0,85.0,85.0,risky,True,750.0,1,neutral,loss_averse_001,loss_averse
33,31fe3aa2,safe,10.0,10.0,10.0,safe,True,760.0,2,neutral,loss_averse_001,loss_averse
34,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,730.0,-1,neutral,loss_averse_001,loss_averse
35,11a749e7,risky,-20.0,40.0,40.0,risky,True,710.0,-2,neutral,loss_averse_001,loss_averse
36,951c249d,risky,-50.0,32.5,32.5,risky,True,660.0,-3,neutral,loss_averse_001,loss_averse
37,7b8e74ce,risky,100.0,85.0,85.0,risky,True,760.0,1,neutral,loss_averse_001,loss_averse
38,31fe3aa2,safe,10.0,10.0,10.0,safe,True,770.0,2,neutral,loss_averse_001,loss_averse
39,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,740.0,-1,neutral,loss_averse_001,loss_averse
40,11a749e7,risky,-20.0,40.0,40.0,risky,True,720.0,-2,neutral,loss_averse_001,loss_averse
41,951c249d,risky,-50.0,32.5,32.5,risky,True,670.0,-3,neutral,loss_averse_001,loss_averse
42,7b8e74ce,risky,100.0,85.0,85.0,risky,True,770.0,1,neutral,loss_averse_001,loss_averse
43,31fe3aa2,safe,10.0,10.0,10.0,safe,True,780.0,2,neutral,loss_averse_001,loss_averse
44,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,750.0,-1,neutral,loss_averse_001,loss_averse
45,11a749e7,safe,30.0,30.0,40.0,risky,False,780.0,1,neutral,loss_averse_001,loss_averse
46,951c249d,risky,-50.0,32.5,32.5,risky,True,730.0,-1,neutral,loss_averse_001,loss_averse
47,7b8e74ce,safe,80.0,80.0,85.0,risky,False,810.0,1,neutral,loss_averse_001,loss_averse
48,31fe3aa2,safe,10.0,10.0,10.0,safe,True,820.0,2,neutral,loss_averse_001,loss_averse
49,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,790.0,-1,neutral,loss_averse_001,loss_averse
50,11a749e7,safe,30.0,30.0,40.0,risky,False,820.0,1,neutral,loss_averse_001,loss_averse
51,951c249d,safe,20.0,20.0,32.5,risky,False,840.0,2,neutral,loss_averse_001,loss_averse
52,7b8e74ce,risky,100.0,85.0,85.0,risky,True,940.0,3,neutral,loss_averse_001,loss_averse
53,31fe3aa2,safe,10.0,10.0,10.0,safe,True,950.0,4,neutral,loss_averse_001,loss_averse
54,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,920.0,-1,neutral,loss_averse_001,loss_averse
55,11a749e7,risky,100.0,40.0,40.0,risky,True,1020.0,1,neutral,loss_averse_001,loss_averse
56,951c249d,safe,20.0,20.0,32.5,risky,False,1040.0,2,neutral,loss_averse_001,loss_averse
57,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1120.0,3,neutral,loss_averse_001,loss_averse
58,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1130.0,4,neutral,loss_averse_001,loss_averse
59,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1100.0,-1,neutral,loss_averse_001,loss_averse
0,11a749e7,safe,30.0,30.0,40.0,risky,False,30.0,1,neutral,loss_averse_002,loss_averse
1,951c249d,safe,20.0,20.0,32.5,risky,False,50.0,2,neutral,loss_averse_002,loss_averse
2,7b8e74ce,safe,80.0,80.0,85.0,risky,False,130.0,3,neutral,loss_averse_002,loss_averse
3,31fe3aa2,safe,10.0,10.0,10.0,safe,True,140.0,4,neutral,loss_averse_002,loss_averse
4,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,110.0,-1,neutral,loss_averse_002,loss_averse
5,11a749e7,risky,-20.0,40.0,40.0,risky,True,90.0,-2,neutral,loss_averse_002,loss_averse
6,951c249d,safe,20.0,20.0,32.5,risky,False,110.0,1,neutral,loss_averse_002,loss_averse
7,7b8e74ce,risky,100.0,85.0,85.0,risky,True,210.0,2,neutral,loss_averse_002,loss_averse
8,31fe3aa2,safe,10.0,10.0,10.0,safe,True,220.0,3,neutral,loss_averse_002,loss_averse
9,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,190.0,-1,neutral,loss_averse_002,loss_averse
10,11a749e7,risky,100.0,40.0,40.0,risky,True,290.0,1,neutral,loss_averse_002,loss_averse
11,951c249d,safe,20.0,20.0,32.5,risky,False,310.0,2,neutral,loss_averse_002,loss_averse
12,7b8e74ce,safe,80.0,80.0,85.0,risky,False,390.0,3,neutral,loss_averse_002,loss_averse
13,31fe3aa2,safe,10.0,10.0,10.0,safe,True,400.0,4,neutral,loss_averse_002,loss_averse
14,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,370.0,-1,neutral,loss_averse_002,loss_averse
15,11a749e7,safe,30.0,30.0,40.0,risky,False,400.0,1,neutral,loss_averse_002,loss_averse
16,951c249d,risky,-50.0,32.5,32.5,risky,True,350.0,-1,neutral,loss_averse_002,loss_averse
17,7b8e74ce,safe,80.0,80.0,85.0,risky,False,430.0,1,neutral,loss_averse_002,loss_averse
18,31fe3aa2,safe,10.0,10.0,10.0,safe,True,440.0,2,neutral,loss_averse_002,loss_averse
19,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,410.0,-1,neutral,loss_averse_002,loss_averse
20,11a749e7,risky,100.0,40.0,40.0,risky,True,510.0,1,neutral,loss_averse_002,loss_averse
21,951c249d,safe,20.0,20.0,32.5,risky,False,530.0,2,neutral,loss_averse_002,loss_averse
22,7b8e74ce,risky,100.0,85.0,85.0,risky,True,630.0,3,neutral,loss_averse_002,loss_averse
23,31fe3aa2,safe,10.0,10.0,10.0,safe,True,640.0,4,neutral,loss_averse_002,loss_averse
24,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,610.0,-1,neutral,loss_averse_002,loss_averse
25,11a749e7,safe,30.0,30.0,40.0,risky,False,640.0,1,neutral,loss_averse_002,loss_averse
26,951c249d,safe,20.0,20.0,32.5,risky,False,660.0,2,neutral,loss_averse_002,loss_averse
27,7b8e74ce,risky,100.0,85.0,85.0,risky,True,760.0,3,neutral,loss_averse_002,loss_averse
28,31fe3aa2,safe,10.0,10.0,10.0,safe,True,770.0,4,neutral,loss_averse_002,loss_averse
29,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,740.0,-1,neutral,loss_averse_002,loss_averse
30,11a749e7,risky,-20.0,40.0,40.0,risky,True,720.0,-2,neutral,loss_averse_002,loss_averse
31,951c249d,safe,20.0,20.0,32.5,risky,False,740.0,1,neutral,loss_averse_002,loss_averse
32,7b8e74ce,safe,80.0,80.0,85.0,risky,False,820.0,2,neutral,loss_averse_002,loss_averse
33,31fe3aa2,safe,10.0,10.0,10.0,safe,True,830.0,3,neutral,loss_averse_002,loss_averse
34,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,800.0,-1,neutral,loss_averse_002,loss_averse
35,11a749e7,safe,30.0,30.0,40.0,risky,False,830.0,1,neutral,loss_averse_002,loss_averse
36,951c249d,safe,20.0,20.0,32.5,risky,False,850.0,2,neutral,loss_averse_002,loss_averse
37,7b8e74ce,safe,80.0,80.0,85.0,risky,False,930.0,3,neutral,loss_averse_002,loss_averse
38,31fe3aa2,safe,10.0,10.0,10.0,safe,True,940.0,4,neutral,loss_averse_002,loss_averse
39,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,910.0,-1,neutral,loss_averse_002,loss_averse
40,11a749e7,safe,30.0,30.0,40.0,risky,False,940.0,1,neutral,loss_averse_002,loss_averse
41,951c249d,safe,20.0,20.0,32.5,risky,False,960.0,2,neutral,loss_averse_002,loss_averse
42,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1040.0,3,neutral,loss_averse_002,loss_averse
43,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1050.0,4,neutral,loss_averse_002,loss_averse
44,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1020.0,-1,neutral,loss_averse_002,loss_averse
45,11a749e7,safe,30.0,30.0,40.0,risky,False,1050.0,1,neutral,loss_averse_002,loss_averse
46,951c249d,risky,-50.0,32.5,32.5,risky,True,1000.0,-1,neutral,loss_averse_002,loss_averse
47,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1100.0,1,neutral,loss_averse_002,loss_averse
48,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1110.0,2,neutral,loss_averse_002,loss_averse
49,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1080.0,-1,neutral,loss_averse_002,loss_averse
50,11a749e7,safe,30.0,30.0,40.0,risky,False,1110.0,1,neutral,loss_averse_002,loss_averse
51,951c249d,risky,-50.0,32.5,32.5,risky,True,1060.0,-1,neutral,loss_averse_002,loss_averse
52,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1140.0,1,neutral,loss_averse_002,loss_averse
53,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1150.0,2,neutral,loss_averse_002,loss_averse
54,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1120.0,-1,neutral,loss_averse_002,loss_averse
55,11a749e7,risky,100.0,40.0,40.0,risky,True,1220.0,1,neutral,loss_averse_002,loss_averse
56,951c249d,safe,20.0,20.0,32.5,risky,False,1240.0,2,neutral,loss_averse_002,loss_averse
57,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1320.0,3,neutral,loss_averse_002,loss_averse
58,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1330.0,4,neutral,loss_averse_002,loss_averse
59,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1300.0,-1,neutral,loss_averse_002,loss_averse
0,11a749e7,risky,-20.0,40.0,40.0,risky,True,-20.0,-1,neutral,loss_averse_003,loss_averse
1,951c249d,risky,-50.0,32.5,32.5,risky,True,-70.0,-2,neutral,loss_averse_003,loss_averse
2,7b8e74ce,risky,100.0,85.0,85.0,risky,True,30.0,1,neutral,loss_averse_003,loss_averse
3,31fe3aa2,safe,10.0,10.0,10.0,safe,True,40.0,2,neutral,loss_averse_003,loss_averse
4,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,10.0,-1,neutral,loss_averse_003,loss_averse
5,11a749e7,safe,30.0,30.0,40.0,risky,False,40.0,1,neutral,loss_averse_003,loss_averse
6,951c249d,risky,500.0,32.5,32.5,risky,True,540.0,2,neutral,loss_averse_003,loss_averse
7,7b8e74ce,risky,100.0,85.0,85.0,risky,True,640.0,3,neutral,loss_averse_003,loss_averse
8,31fe3aa2,safe,10.0,10.0,10.0,safe,True,650.0,4,neutral,loss_averse_003,loss_averse
9,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,620.0,-1,neutral,loss_averse_003,loss_averse
10,11a749e7,safe,30.0,30.0,40.0,risky,False,650.0,1,neutral,loss_averse_003,loss_averse
11,951c249d,safe,20.0,20.0,32.5,risky,False,670.0,2,neutral,loss_averse_003,loss_averse
12,7b8e74ce,safe,80.0,80.0,85.0,risky,False,750.0,3,neutral,loss_averse_003,loss_averse
13,31fe3aa2,safe,10.0,10.0,10.0,safe,True,760.0,4,neutral,loss_averse_003,loss_averse
14,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,730.0,-1,neutral,loss_averse_003,loss_averse
15,11a749e7,risky,100.0,40.0,40.0,risky,True,830.0,1,neutral,loss_averse_003,loss_averse
16,951c249d,safe,20.0,20.0,32.5,risky,False,850.0,2,neutral,loss_averse_003,loss_averse
17,7b8e74ce,safe,80.0,80.0,85.0,risky,False,930.0,3,neutral,loss_averse_003,loss_averse
18,31fe3aa2,safe,10.0,10.0,10.0,safe,True,940.0,4,neutral,loss_averse_003,loss_averse
19,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,910.0,-1,neutral,loss_averse_003,loss_averse
20,11a749e7,risky,100.0,40.0,40.0,risky,True,1010.0,1,neutral,loss_averse_003,loss_averse
21,951c249d,safe,20.0,20.0,32.5,risky,False,1030.0,2,neutral,loss_averse_003,loss_averse
22,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1130.0,3,neutral,loss_averse_003,loss_averse
23,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1140.0,4,neutral,loss_averse_003,loss_averse
24,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1110.0,-1,neutral,loss_averse_003,loss_averse
25,11a749e7,risky,100.0,40.0,40.0,risky,True,1210.0,1,neutral,loss_averse_003,loss_averse
26,951c249d,risky,-50.0,32.5,32.5,risky,True,1160.0,-1,neutral,loss_averse_003,loss_averse
27,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1240.0,1,neutral,loss_averse_003,loss_averse
28,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1250.0,2,neutral,loss_averse_003,loss_averse
29,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1220.0,-1,neutral,loss_averse_003,loss_averse
30,11a749e7,risky,-20.0,40.0,40.0,risky,True,1200.0,-2,neutral,loss_averse_003,loss_averse
31,951c249d,safe,20.0,20.0,32.5,risky,False,1220.0,1,neutral,loss_averse_003,loss_averse
32,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1320.0,2,neutral,loss_averse_003,loss_averse
33,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1330.0,3,neutral,loss_averse_003,loss_averse
34,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1300.0,-1,neutral,loss_averse_003,loss_averse
35,11a749e7,risky,-20.0,40.0,40.0,risky,True,1280.0,-2,neutral,loss_averse_003,loss_averse
36,951c249d,safe,20.0,20.0,32.5,risky,False,1300.0,1,neutral,loss_averse_003,loss_averse
37,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1380.0,2,neutral,loss_averse_003,loss_averse
38,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1390.0,3,neutral,loss_averse_003,loss_averse
39,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1360.0,-1,neutral,loss_averse_003,loss_averse
40,11a749e7,safe,30.0,30.0,40.0,risky,False,1390.0,1,neutral,loss_averse_003,loss_averse
41,951c249d,safe,20.0,20.0,32.5,risky,False,1410.0,2,neutral,loss_averse_003,loss_averse
42,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1510.0,3,neutral,loss_averse_003,loss_averse
43,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1520.0,4,neutral,loss_averse_003,loss_averse
44,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1490.0,-1,neutral,loss_averse_003,loss_averse
45,11a749e7,safe,30.0,30.0,40.0,risky,False,1520.0,1,neutral,loss_averse_003,loss_averse
46,951c249d,safe,20.0,20.0,32.5,risky,False,1540.0,2,neutral,loss_averse_003,loss_averse
47,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1620.0,3,neutral,loss_averse_003,loss_averse
48,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1630.0,4,neutral,loss_averse_003,loss_averse
49,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1600.0,-1,neutral,loss_averse_003,loss_averse
50,11a749e7,safe,30.0,30.0,40.0,risky,False,1630.0,1,neutral,loss_averse_003,loss_averse
51,951c249d,risky,-50.0,32.5,32.5,risky,True,1580.0,-1,neutral,loss_averse_003,loss_averse
52,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1660.0,1,neutral,loss_averse_003,loss_averse
53,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1670.0,2,neutral,loss_averse_003,loss_averse
54,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1640.0,-1,neutral,loss_averse_003,loss_averse
55,11a749e7,safe,30.0,30.0,40.0,risky,False,1670.0,1,neutral,loss_averse_003,loss_averse
56,951c249d,safe,20.0,20.0,32.5,risky,False,1690.0,2,neutral,loss_averse_003,loss_averse
57,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1770.0,3,neutral,loss_averse_003,loss_averse
58,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1780.0,4,neutral,loss_averse_003,loss_averse
59,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1750.0,-1,neutral,loss_averse_003,loss_averse
0,11a749e7,risky,-20.0,40.0,40.0,risky,True,-20.0,-1,neutral,loss_averse_004,loss_averse
1,951c249d,safe,20.0,20.0,32.5,risky,False,0.0,1,neutral,loss_averse_004,loss_averse
2,7b8e74ce,safe,80.0,80.0,85.0,risky,False,80.0,2,neutral,loss_averse_004,loss_averse
3,31fe3aa2,safe,10.0,10.0,10.0,safe,True,90.0,3,neutral,loss_averse_004,loss_averse
4,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,60.0,-1,neutral,loss_averse_004,loss_averse
5,11a749e7,safe,30.0,30.0,40.0,risky,False,90.0,1,neutral,loss_averse_004,loss_averse
6,951c249d,risky,-50.0,32.5,32.5,risky,True,40.0,-1,neutral,loss_averse_004,loss_averse
7,7b8e74ce,risky,100.0,85.0,85.0,risky,True,140.0,1,neutral,loss_averse_004,loss_averse
8,31fe3aa2,safe,10.0,10.0,10.0,safe,True,150.0,2,neutral,loss_averse_004,loss_averse
9,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,120.0,-1,neutral,loss_averse_004,loss_averse
10,11a749e7,risky,100.0,40.0,40.0,risky,True,220.0,1,neutral,loss_averse_004,loss_averse
11,951c249d,risky,-50.0,32.5,32.5,risky,True,170.0,-1,neutral,loss_averse_004,loss_averse
12,7b8e74ce,risky,100.0,85.0,85.0,risky,True,270.0,1,neutral,loss_averse_004,loss_averse
13,31fe3aa2,safe,10.0,10.0,10.0,safe,True,280.0,2,neutral,loss_averse_004,loss_averse
14,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,250.0,-1,neutral,loss_averse_004,loss_averse
